edicion lolla ,artista ,genero musical 01,genero musical 02,genero musical 03,integrantes,nacionalidad,headliner,escenario,veces en lollapalooza
2017,Martin Garrix,Electro house,Big room,Deep house,1,Neerlandesa,No,Perry's Stage,1
2017,Tus amigos nuevos,Rock,Pop,NA,4,Chilena,No,Lotus Stage,1
2017,Mariel Mariel,Pop,Rap,Tango,1,Chilena,No,Lotus Stage,1
2017,Enrique Icka,Folk,Rock,NA,1,Chilena,No,Lotus Stage,1
2017,Amahiro,Folk,Rock,Blues,5,Chilena,No,Lotus Stage,1
2017,Temple Agents,Hard Rock,NA,NA,4,Chilena,No,Lotus Stage,1
2017,Boraj,Post rock,Folk,Electrónica,7,Chilena,No,Lotus Stage,1
2017,Zaturno,Rap ,Hip hop,NA,1,Chilena,No,Lotus Stage,2
2017,Mad Professor,Reggae,Dub,NA,1,Guayanés,No,Lotus Stage,1
2017,Me llamo Sebastián,Indie pop,Folk rock,Pop rock,1,Chilena,No,Lotus Stage,1
2017,Rey Puesto,Rock,Grunge,Stoner rock,4,Chilena,No,Lotus Stage,1
2017,8 Monkys,Funk,Rock alternativo,Hip hop,6,Chilena,No,Lotus Stage,1
2017,Paz Court,Jazz,Pop,Bolero,1,Chilena,No,Lotus Stage,1
2017,Dr. Vena,Hard rock,NA,NA,4,Chilena,No,Lotus Stage,2
2017,Crisálida,Rock progresivo,Metal progresivo,NA,5,Chilena,No,Lotus Stage,1
2017,López,Pop rock,Pop,NA,4,Chilena,No,Lotus Stage,2
2018,Pearl Jam,Grunge,Hard rock,Rock alternativo,5,Estadounidense,Sí,VTR Stage,2
2018,The National,Indie rock,Post-punk revival,Chamber pop,5,Estadounidense,No,VTR Stage,2
2018,Milky Chance,Indie folk,Indie rock,Rock alternativo,4,Alemana,No,VTR Stage,1
2018,Ego Kill Talent,Rock,Hard rock,Heavy metal,5,Brasileña,No,VTR Stage,1
2018,Pedro Piedra,Rock,Hip hop,Indie,1,Chilena,No,VTR Stage,3
2018,Red Hot Chili Peppers,Rock alternativo,Pop rock,Funk rock,4,Estadounidense,Sí,VTR Stage,2
2018,Chance the Rapper,Hip hop,Rap alternativo,R&B,1,Estadounidense,Sí,VTR Stage,1
2018,Mon Laferte,Bolero,Indie pop,Pop rock,1,Chilena,No,VTR Stage,1
2018,Chancho en Piedra,Funk rock,Rock experimental,NA,4,Chilena,No,VTR Stage,3
2018,Alain Johannes Trio,Rock alternativo,Hard rock,Blues rock,3,Chilena,No,VTR Stage,1
2018,The Killers,Rock alternativo,Post-punk revival,New wave,4,Estadounidense,Sí,VTR Stage,2
2018,Liam Gallagher,Rock alternativo,Rock psicodelico,Britpop,1,Británica,No,VTR Stage,1
2018,Metronomy,Indietrónica,New wave,Indie pop,5,Británica,No,VTR Stage,1
2018,Kaleo,Indie rock,Blues rock,Garage rock,5,Islandesa,No,VTR Stage,1
2018,Moral distraída,Tropical,Urbano,NA,10,Chilena,No,VTR Stage,1
2018,LCD Soundsystem,Dance-punk,Indietrónica,Indie rock,8,Estadounidense,Sí,Itaú Stage,1
2018,David Byrne,Art pop,Art rock,New wave,1,Británica,No,Itaú Stage,1
2018,Los Jaivas,Rock,Folclore ,Fusión latinoamericana,6,Chilena,No,Itaú Stage,2
2018,Zoé,Rock alternativo,Neopsicodelia,Soft rock,5,Mexicana,No,Itaú Stage,1
2018,Como asesinar a Felipes,Hip hop alternativo,Rap experimental,Rock Psicodélico,5,Chilena,No,Itaú Stage,2
2018,Imagine Dragons,Pop rock,Electro rock,Rock alternativo,4,Estadounidense,Sí,Itaú Stage,2
2018,Royal Blood,Hard rock,Blues rock,Garage rock,2,Británica,No,Itaú Stage,1
2018,Spoon,Art rock,Folk rock,Indie pop,4,Estadounidense,No,Itaú Stage,1
2018,Las Pelotas,Rock,Funk rock,Reggae,6,Argentina,No,Itaú Stage,1
2018,Santaferia,Cumbia,NA,NA,11,Chilena,No,Itaú Stage,1
2018,Lana del Rey,Indie pop,Trip hop,Indie rock,1,Estadounidense,Sí,Itaú Stage,1
2018,Khalid,R&B,Pop,NA,1,Estadounidense,No,Itaú Stage,1
2018,The Neighbourhood,Rock alternativo,Indie rock,Indie pop,5,Estadounidense,No,Itaú Stage,1
2018,Damas Gratis,Cumbia villera,Ska,Cumbia ,8,Argentina,No,Itaú Stage,1
2018,Kuervos del Sur,Rock progresivo,Folk rock,Post grunge,6,Chilena,No,Itaú Stage,2
2018,Camila Cabello,Pop,R&B,Salsa,1,Cubana,No,Acer Stage,1
2018,Anderson .Paak,,R&B/hip hop/funk/soul,,1,Estadounidense,No,Acer Stage,1
2018,Zara Larsson,Dance pop,Pop,Electropop,1,Sueca,No,Acer Stage,1
2018,Oh Wonder,Indie pop,Electropop,Synth pop,4,Británica,No,Acer Stage,1
2018,Fernando Milagros,Pop rock,Indie folk,Trova,1,Chilena,No,Acer Stage,3
2018,Ceaese,Trap latino,Urbano,NA,1,Chilena,No,Acer Stage,1
2018,Aurora,Pop,Synth pop,Folk,1,Noruega,No,Acer Stage,1
2018,Kygo,House tropical,Dance-pop,House progresivo,1,Noruega,No,Acer Stage,1
2018,Volbeat,Hard rock,Rock and roll,Trash metal,4,Danesa,No,Acer Stage,1
2018,Bajofondo,Tango electrónico,NA,NA,8,Argentina-Uruguaya,No,Acer Stage,1
2018,Lanza Internacional,Rock alternativo,New wave,Indie pop,3,Chilena-Mexicana,No,Acer Stage,1
2018,Spiral Vortex,Rock,Indie,Electrónica,4,Chilena,No,Acer Stage,1
2018,Wiz Khalifa,Hip hop,R&B,Trap,1,Estadounidense,No,Acer Stage,1
2018,Mac Miller,Hip hop,R&B,Soul,1,Estadounidense,No,Acer Stage,1
2018,Mac DeMarco,Bedroom pop,Indie rock,Indie pop,1,Canadiense,No,Acer Stage,1
2018,Tash Sultana,Reggae,R&B,Soul,1,Australiana,No,Acer Stage,1
2018,Kapitol,Rock,Pop,NA,4,Chilena,No,Acer Stage,2
2018,Camileazy,Trap latino,Reguetón,NA,1,Chilena,No,Acer Stage,1
2018,Galantis,Electrónica,NA,NA,2,Sueca,No,Perry's Stage,1
2018,Dillon Francis,Moombahton,Electro house,Dubstep,1,Estadounidense,No,Perry's Stage,2
2018,Alan Walker,Electro house,Dubstep,Dance pop,1,Noruega-Británica,No,Perry's Stage,1
2018,Cheat Codes,Electrónica,Pop,NA,3,Estadounidense,No,Perry's Stage,1
2018,Thomas Jack,Tropical house,Deep house,NA,1,Australiana,No,Perry's Stage,1
2018,Shoot the radio,Rock,Rock electrónico,NA,2,Argentina,No,Perry's Stage,1
2018,Jordan Ferrer,House,Tech house,NA,1,Chilena,No,Perry's Stage,1
2018,Hedo,Electrónica,NA,NA,1,Chilena,No,Perry's Stage,1
2018,Hardwell,Electrónica,Electro house,Techno,1,Neerlandesa,No,Perry's Stage,1
2018,DVBBS,Electrónica,House,Dance pop,2,Canadiense,No,Perry's Stage,1
2018,Alison Wonderland,Electrónica,Trap,Future bass,1,Australiana,No,Perry's Stage,1
2018,What So Not,Hip hop,Electrónica experimental,House,1,Australiana,No,Perry's Stage,1
2018,Shiba San,House,Tech house,NA,1,Francesa,No,Perry's Stage,1
2018,Mitú,Electrónica,Dance,Techno,2,Colombiana,No,Perry's Stage,1
2018,DJ Caso,Electrónica,Dance,Techno,1,Chilena,No,Perry's Stage,2
2018,Rubio,Pop  ,Electrónica,NA,1,Chilena,No,Perry's Stage,1
2018,DJ Snake,Electrónica,Trap,Dubstep,1,Francesa,No,Perry's Stage,2
2018,Yellow Claw,Future bass,Trap,Dubstep,2,Neerlandesa,No,Perry's Stage,1
2018,Deorro,Electro house,Dutch house,Trap,1,Mexicana-Estadounidense,No,Perry's Stage,1
2018,Nghtmre,Dubstep,Future bass,Electro house,1,Estadounidense,No,Perry's Stage,1
2018,Louis the Child,Dance pop,Electrónica,Future bass,2,Estadounidense,No,Perry's Stage,1
2018,Whethan,Electropop,Electrónica,Future bass,1,Estadounidense,No,Perry's Stage,1
2018,DJ Mel,House,Electrónica,Indie dance,1,Estadounidense,No,Perry's Stage,1
2018,De Kiruza,Soul,Hip hop,Reggae,7,Chilena,No,Lotus Stage,1
2018,Sinergia,Rock experimental,Rock cómico,Funk rock,6,Chilena,No,Lotus Stage,1
2018,Maxi Vargas,Reggae,NA,NA,1,Chilena,No,Lotus Stage,1
2018,The Ganjas,Rock psicodélico,Dub,Stoner rock,4,Chilena,No,Lotus Stage,2
2018,Cordillera,Rock,NA,NA,2,Chilena,No,Lotus Stage,1
2018,Fuglar,Indie pop,Electropop,NA,4,Chilena,No,Lotus Stage,1
2018,Vicente Sanfuentes,Electrónica,Hip hop,Folk,1,Chilena,No,Lotus Stage,2
2018,Latin Bitman,Hip hop,Funk,R&B,1,Chilena,No,Lotus Stage,2
2018,Movimiento Original,Hip hop,Rap reggae,NA,3,Chilena,No,Lotus Stage,3
2018,Amilcar,Electrónica,NA,NA,1,Argentina,No,Lotus Stage,1
2018,MKRNI,Pop,Electropop,Dance,3,Chilena,No,Lotus Stage,2
2018,TenTemPiés,Rock,Reggae,Ska,5,Chilena,No,Lotus Stage,1
2018,Matanza,Electrónica,Folclore,Dub,3,Chilena,No,Lotus Stage,3
2018,El Búho,Cumbia electrónica,Electro folk,NA,1,Británica,No,Lotus Stage,1
2018,Quique Neira,Reggae,Ska,Roots reggae,1,Chilena,No,Lotus Stage,3
2018,Tiano Bless,Reggae,Jazz,Champeta,1,Chilena-Brasileña,No,Lotus Stage,2
2018,Boom Boom Kid,Rock alternativo,Hardcore punk,Pop punk,1,Argentina,No,Lotus Stage,1
2018,Ribo,Rock alternativo,Metal alternativo,Hard rock,4,Chilena,No,Lotus Stage,1
2018,Solución Violeta,Rock alternativo,Indie rock,NA,5,Chilena,No,Lotus Stage,1
2018,Alex June,Pop,Electropop,Synth pop,1,Chilena,No,Aldea Verde Stage,1
2018,Tumu Tapu,Reggae,NA,NA,7,Chilena,No,Aldea Verde Stage,1
2018,Hausi Kuta,Rock,Post rock,NA,5,Chilena,No,Aldea Verde Stage,1
2018,El Búho,Cumbia electrónica,Electro folk,NA,1,Británica,No,Aldea Verde Stage,1
2018,Matanza,Electrónica,Folclore,Dub,3,Chilena,No,Aldea Verde Stage,3
2018,DJ Nea,Dancehall,Afrobeat,Hip hop ,1,Canadiense,No,Aldea Verde Stage,1
2018,Zsanchos,Groove,Psicodelia,Electrónica,2,Chilena,No,Aldea Verde Stage,1
2018,Roman & Castro,House,Deep house,NA,2,Chilena,No,Aldea Verde Stage,2
2018,Spiral Vortex,Rock,Indie,Electrónica,4,Chilena,No,Aldea Verde Stage,1
2018,MKRNI,Pop,Electropop,Dance,3,Chilena,No,Aldea Verde Stage,2
2019,The Inspector Cluzo,Blues,Groove,Rock,2,Francesa,No,VTR Stage,1
2019,Francisca Valenzuela,Pop rock,Pop latino,Folk,1,Chilena,No,VTR Stage,3
2019,Snow Patrol,Rock alternativo,Power pop,Indie rock,5,Británica,No,VTR Stage,1
2019,Greta Van Fleet,Rock,Hard rock,Blues rock,4,Estadounidense,No,VTR Stage,1
2019,Kendrick Lamar,Rap alternativo,Jazz rap,Hip hop ,1,Estadounidense,Sí,VTR Stage,1
2019,Monsieur Periné,Pop,Jazz,Bolero,2,Colombiana,No,VTR Stage,2
2019,Ziggy Marley,Reggae,NA,NA,1,Jamaicana,No,VTR Stage,1
2019,Bring Me The Horizon,Hard rock,Rock alternativo,Metal alternativo,5,Británica,No,VTR Stage,1
2019,Interpol,Indie rock,Rock alternativo,Post-punk revival,3,Estadounidense,No,VTR Stage,2
2019,Twenty One Pilots,Electropop,Rap rock,Indie pop,2,Estadounidense,Sí,VTR Stage,2
2019,Fiskales Ad-Hok,Punk rock,NA,NA,5,Chilena,No,VTR Stage,1
2019,Gepe,Pop,Electropop,Rock alternativo,1,Chilena,No,VTR Stage,3
2019,Juanes,Pop latino,Rock latino,Rock alternativo,1,Colombiana,No,VTR Stage,1
2019,The 1975,Pop rock,Indie pop,Indie rock,4,Británica,No,VTR Stage,2
2019,Arctic Monkeys,Indie Rock,Garage rock,Rock psicodélico,4,Británica,Sí,VTR Stage,2
2019,Frank'S White Canvas,Pop,Rock,NA,2,Chilena,No,Banco de Chile Stage,1
2019,LANY,Rock alternativo,Indie pop,Synth pop,3,Estadounidense,No,Banco de Chile Stage,1
2019,Los Tres,Rock ,Folk rock,Jazz rock,2,Chilena,No,Banco de Chile Stage,2
2019,Vicentico,Rock latino,Ska,Reggae,1,Argentina,No,Banco de Chile Stage,1
2019,Lenny Kravitz,Rock,Pop rock,Funk rock,1,Estadounidense,Sí,Banco de Chile Stage,1
2019,Zaturno,Rap ,Hip hop,NA,1,Chilena,No,Banco de Chile Stage,3
2019,Kamasi Washington,Jazz,NA,NA,1,Estadounidense,No,Banco de Chile Stage,1
2019,Portugal The Man,Indie rock,Pop psicodélico,Rock progresivo,6,Estadounidense,No,Banco de Chile Stage,2
2019,Years & Years,Synth pop,Electrónica,House,3,Británica,No,Banco de Chile Stage,1
2019,Post Malone,Hip hop,Trap,R&B,1,Estadounidense,Sí,Banco de Chile Stage,1
2019,Adelaida,Rock alternativo,Grunge,Shoegaze,3,Chilena,No,Banco de Chile Stage,1
2019,La Vela Puerca,Rock alternativo,Heavy metal,Ska,9,Uruguaya,No,Banco de Chile Stage,1
2019,Troye Sivan,Pop,Synth pop,Electropop,1,Sudafricana,No,Banco de Chile Stage,1
2019,Foals,Indie rock,Dance-punk,Math rock,4,Británica,No,Banco de Chile Stage,2
2019,Sam Smith,Pop,R&B,Soul,1,Británica,Sí,Banco de Chile Stage,1
2019,Playa Gótica,Indie pop,Rock alternativo,Funk ,4,Chilena,No,Acer Stage,1
2019,Bronko Yotte,Hip hop,Rap,NA,1,Chilena,No,Acer Stage,1
2019,Clairo,Pop alternativo,Indie pop,Folk,1,Estadounidense,No,Acer Stage,1
2019,Jorja Smith,R&B contemporáneo,NA,NA,1,Británica,No,Acer Stage,1
2019,Paulo Londra,Reguetón,R&B latino,Pop latino,1,Argentina,No,Acer Stage,1
2019,Humboldt,Indie rock,Soul,Pop,5,Chilena,No,Acer Stage,1
2019,Pillanes,Funk,Rock,Soul,5,Chilena,No,Acer Stage,1
2019,Ases Falsos,Rock alternativo,NA,NA,7,Chilena,No,Acer Stage,2
2019,The Fever 333,Hardcore punk,Nu metal,Rap rock,3,Estadounidense,No,Acer Stage,1
2019,Protoje & The Indiggnation,Reggae,Soul,Jazz,7,Jamaicana,No,Acer Stage,1
2019,Rüfüs Du Sol,Alternative dance,Electrónica,House,3,Australiana,No,Acer Stage,1
2019,Odesza,Indietrónica,Electropop,Chillwave,2,Estadounidense,No,Acer Stage,2
2019,Cigar Box,Rock alternativo,Blues rock,Psicodelia,4,Chilena,No,Acer Stage,1
2019,Caramelos de Cianuro,Rock,Punk,Rock alternativo,4,Venezolana,No,Acer Stage,1
2019,Parcels,Nu-disco,Funk,Indie pop,5,Australiana,No,Acer Stage,1
2019,Jain,Pop,Reggae,Electro,1,Francesa,No,Acer Stage,1
2019,Rosalía,Pop latino,R&B,Reguetón,1,Española,No,Acer Stage,1
2019,St. Vincent,Art rock,Indie pop,Indie rock,1,Estadounidense,No,Acer Stage,2
2019,Macklemore,Hip hop,Pop rap,NA,1,Estadounidense,No,Acer Stage,1
2019,Sistek,Tropical house,Indie pop,Electrónica,1,Chilena,No,Perry's Stage,1
2019,Kidd Keo,Trap latino,Rap ,Hip hop ,1,Española,No,Perry's Stage,1
2019,Kevinho,Funk paulista,Hip hop,NA,1,Brasileña,No,Perry's Stage,1
2019,Gryffin,Electrónica,Dance,NA,1,Estadounidense,No,Perry's Stage,1
2019,Kungs,House,Deep house,House tropical,1,Francesa,No,Perry's Stage,1
2019,Fisher,Techno,Tech house,NA,1,Australiana,No,Perry's Stage,1
2019,Kshmr,Electro house,Psytrance,Electrónica,1,Estadounidense,No,Perry's Stage,1
2019,Dimitri Vegas & Like Mike,Electrónica,Techno,Electro house,2,Belga,No,Perry's Stage,1
2019,Flak,Trap,R&B,Electrónica,1,Chilena,No,Perry's Stage,1
2019,Bad Gyal,Reguetón,Dancehall,Trap latino,1,Española,No,Perry's Stage,1
2019,Jetlag,House,Electrónica,NA,2,Brasileña,No,Perry's Stage,1
2019,Hippie Sabotage,Hip hop,Electrónica,Indie,2,Estadounidense,No,Perry's Stage,1
2019,Valentino Khan,Bass house,Future house,Dubstep,1,Estadounidense,No,Perry's Stage,1
2019,DJ Who,Electrónica,Pop,NA,1,Chilena,No,Perry's Stage,3
2019,RL Grime,Trap ,Future bass,Electro house,1,Estadounidense,No,Perry's Stage,2
2019,Steve Aoki,Electrónica,Electro house ,Big room,1,Estadounidense,No,Perry's Stage,2
2019,Polimá Westcoast,Pop rap,House,Trap latino,1,Chilena,No,Perry's Stage,1
2019,Omar Varela,Electrónica,Trap,Dubstep,1,Argentina,No,Perry's Stage,1
2019,Khea,Trap latino,Reguetón,Pop latino,1,Argentina,No,Perry's Stage,1
2019,GTA,Electro house,Electrónica,Hip hop ,2,Estadounidense,No,Perry's Stage,1
2019,Loud Luxury,Deep house,Future house,NA,2,Canadiense,No,Perry's Stage,1
2019,Don Diablo,Electrónica,Electro house,Future house,1,Neerlandesa,No,Perry's Stage,2
2019,Zhu,House,Deep house,NA,1,Estadounidense,No,Perry's Stage,1
2019,Tiësto,Electrónica,Trance,Bass house,1,Neerlandesa,Sí,Perry's Stage,1
2019,DrefQuila,Trap latino,Reguetón,R&B,1,Chilena,No,Lotus Stage,1
2019,Amanitas,Dream pop,Rock alternativo,NA,5,Chilena,No,Lotus Stage,1
2019,Green Valley,Reggae,Dancehall,Hip hop ,5,Española,No,Lotus Stage,1
2019,"Caetano, Moreno, Zeca y tom Veloso",Tropicália,Rock,MPB,4,Brasileña,No,Lotus Stage,1
2019,Tokio Ska Paradise Orchestra,Jazz,Ska,Soft Rock,9,Japonesa,No,Lotus Stage,1
2019,Gianluca,Trap latino,Reguetón,R&B latino,1,Chilena,No,Lotus Stage,1
2019,Tomasa Del Real,Neoperreo,Trap latino ,Techno,1,Chilena,No,Lotus Stage,1
2019,Alemán,Trap,Rap,R&B contemporáneo,1,Mexicana,No,Lotus Stage,1
2019,Paloma Mami,R&B latino,Reguetón,Pop latino,1,Chilena-Estadounidense,No,Lotus Stage,1
2019,Américo,Cumbia,Pop latino,NA,1,Chilena,No,Lotus Stage,1
2019,iLe,Bolero,Salsa,Balada,1,Puertorriqueña,No,Lotus Stage,1
2019,Alika,Reggae,Dancehall,Rap,1,Uruguaya,No,Lotus Stage,1
2019,C. Tangana,Rap,Reguetón,R&B,1,Española,No,Lotus Stage,1
2019,Joe Vasconcellos,Pop-rock,Blues,Cumbia,1,Chilena,No,Lotus Stage,2
2019,Natalia Contesse,Folclor,Fusión latinoamericana,NA,1,Chilena,No,Lotus Stage,3
2019,La Floripondio,Ska,Reggae,Cumbia,9,Chilena,No,Lotus Stage,1
2019,Tribu Huni Kuin,NA,NA,NA,NA,Brasileña-Peruana,No,Aldea Verde,1
2019,Kaleema,Electrónica,Folklore,NA,1,Argentina,No,Aldea Verde,1
2019,Elkin Robinson,Calipso,Gospel,Zouk,1,Colombiana,No,Aldea Verde,1
2019,Chancha Vía Circuito,Folklore digital,Cumbia digital,NA,1,Argentina,No,Aldea Verde,1
2019,Dj Raff,Electrónica,Hip hop,Trip-hop,1,Chilena,No,Aldea Verde,3
2019,Nicola Cruz,Electrónica andina,NA,NA,1,Francesa,No,Aldea Verde,1
2019,Satori,Electrónica,Tech house,NA,1,Neerlandesa,No,Aldea Verde,1
2019,Kingo Roots & Ras Kadhu,Reggae,NA,NA,2,Chilena,No,Aldea Verde,1
2019,Julio Victoria,Electrónica,Dance,NA,1,Colombiana,No,Aldea Verde,1
2019,A. Chal,Trap latino,R&B contemporáneo,Hip hop ,1,Peruana,No,Aldea Verde,1
2019,Rubio,Pop  ,Electrónica,NA,1,Chilena,No,Aldea Verde,2
2019,Nova Materia,Electrónica,Lo fi,NA,2,Chilena,No,Aldea Verde,1
2019,Booka Shade,Tech house,House,NA,2,Alemana,No,Aldea Verde,1
2019,Valesuchi,Electrónica,Dance,NA,1,Chilena,No,Aldea Verde,1
2019,Keko Yoma,Rock,Ska,Latin,6,Chilena,No,Aldea Verde,2
2019,Newen Afrobeat,Afrobeat,Funk,Fusión latinoamericana,14,Chilena,No,Aldea Verde,1
2019,Seun Kuti,Afrobeat,NA,NA,1,Nigeriana,No,Aldea Verde,1
2019,Batalla de los Gallos,Rap,Hip hop,NA,6,Chilena-Mexicana-Argentina,No,Aldea Verde,1
2019,Ana Tijoux,Hip hop consciente,Rap alternativo,Jazz rap,1,Chilena,No,Aldea Verde,4
2019,Drunvaloop,Electrónica,NA,NA,3,Chilena,No,HEINEKEN Lounge Stage,1
2019,Compadre,Electrónica,NA,NA,2,Chilena,No,HEINEKEN Lounge Stage,1
2019,Dj Tressor,Electrónica,Techno,House,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Red Rabbit,Electrónica,Tech house,Remember,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Melanie Ribbe,Electrónica,Techno,House,1,Alemana,No,HEINEKEN Lounge Stage,1
2019,Fernanda Arrau,Electrónica,Dance,NA,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Golden Rat,Techno,House,NA,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Isa Rojas,Electrónica,Dance,NA,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Pol del Sur,Electrónica,Pop,Rap,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Entrópica,Electrónica,Dance,Synth pop,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Satori,Electrónica,Tech house,NA,1,Neerlandesa,No,HEINEKEN Lounge Stage,1
2019,Dj Raff,Electrónica,Hip hop,Trip-hop,1,Chilena,No,HEINEKEN Lounge Stage,3
2019,Jefe Indio,Electrónica,Techno,House,2,Chilena,No,HEINEKEN Lounge Stage,1
2019,Marcela Thais,Pop,Electrónica,NA,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Sita Abellán,Techno,Electroclash,NA,1,Española,No,HEINEKEN Lounge Stage,1
2019,Fantasna,House,Techno,Electrónica,1,Chilena,No,HEINEKEN Lounge Stage,1
2019,Valesuchi,Electrónica,Dance,NA,1,Chilena,No,HEINEKEN Lounge Stage,1
2022,Foo Fighters,Hard rock,Rock alternativo,Post grunge,6,Estadounidense,Sí,VTR Stage,2
2022,Martin Garrix,Electro house,Electrónica,NA,1,Neerlandesa,Sí,Banco de Chile Stage,2
2022,Jhay Cortez,Reguetón,Trap latino ,NA,1,Puertorriqueña,No,VTR Stage,1
2022,KAYTRANADA,Electrónica,R&bB,Hip hop,1,Haitiana-Canadiense,No,Perry's Stage,1
2022,Cultura Profética,Reggae,Roots reggae,NA,4,Puertorriqueña,No,Banco de Chile Stage,1
2022,IDLES,Punk-rock,NA,NA,5,Británica,No,VTR Stage,1
2022,Justin Quiles,Reguetón,Trap,NA,1,Estadounidense ,No,Axe Stage,1
2022,Alexisonfire,Rock alternativo,Post-hardcore,NA,5,Canadiense,No,Axe Stage,1
2022,Alessia Cara ,Pop,R&B,Soul,1,Canadiense,No,Axe Stage,1
2022,Remi Wolf,Funk,Pop,Indie Rock,1,Estadounidense ,No,Axe Stage,1
2022,The Wombats,Indie Rock,NA,NA,3,Británica,No,VTR Stage,1
2022,Channel Tres,Electrónica,Dance,Jazz,1,Estadounidense ,No,Perry's Stage,1
2022,Marky Ramone,Punk rock,NA,NA,1,Estadounidense ,No,Banco de Chile Stage,1
2022,Trueno,Hip hop,Rap ,NA,1,Argentina,No,Perry's Stage,1
2022,Pabllo Vittar,Pop,Brega funky,Hyperpop,1,Brasileña,No,Perry's Stage,1
2022,Fernanda Milagros,Pop rock,Indie folck ,NA,1,Chilena,No,Axe Stage,4
2022,Camila Moreno,Folk Rock,Rock,Indie,1,Chilena,No,Lotus Stage,3
2022,Polimá Westcoast,Pop rap,House,Trap latino,1,Chilena,No,Perry's Stage,2
2022,Harry Nach,Trap,NA,NA,1,Chilena,No,Perry's Stage,1
2022,Paula Cendejas,Pop,R&B ,NA,1,Española,No,Lotus Stage,1
2022,Kidd Tetoon,Trap,NA,NA,1,Chilena,No,Perry's Stage,1
2022,Francisco Victoria,Pop,NA,NA,1,Chilena,No,Aldea Verde,1
2022,Dulce y Agraz,Pop,NA,NA,1,Chilena,No,Lotus Stage,1
2022,Delic,Pop,Soul,NA,1,Holandesa,No,Lotus Stage,1
2022,The Alive,Rock,NA,NA,3,Estadounidense ,No ,VTR Stage,1
2022,Bocho,Pop,Rock  ,Folclor,1,Chilena,No ,Banco de Ch+G390+G395,1
2022,Temple Agents,Hard Rock,NA,NA,4,Chilena,No ,Aldea Verde,2
2022,Antónima,Pop,NA,NA,1,Chilena,No ,Aldea Verde,1
2022,Miley Cyrus,Pop rock,R&B,Hip hop,1,Estadounidense,Sí,VTR Stage,1
2022,A$AP ROCKY,Hip hop,Rap,Trap,1,Estadounidense ,Sí,Banco de Chile Stage,1
2022,Alesso,Electro house,NA,NA,1,Sueca,Sí,Perry's Stage,1
2022,Cami,Pop,Balada romántica,NA,1,Chilena,No,VTR Stage,1
2022,Turnstile,Punk hardcore,NA,NA,4,Estadounidense,No,VTR Stage,1
2022,Javiera y los imposibles,Pop rock,Tropipop,NA,4,Chilena,No,VTR Stage,2
2022,Tiro de gracia,Hip hop,NA,NA,2,Chilena,No,VTR Stage,1
2022,The Strokes,Rock alternativo,Garage rock revival,NA,5,Estadounidense,Sí,VTR Stage,2
2022,Machine Gun Kelly,Hip hop,Pop punk,Pop rock,1,Estadounidense,Sí,VTR Stage,1
2022,LP,Indie poo,Pop rock,NA,1,Estadounidense,No,VTR Stage,1
2022,Kramer,Humor,NA,NA,1,Chilena,No,VTR Stage,1
2022,Drefquila,Trap latino,Reguetón,R&B,1,Chilena,No,VTR Stage,2
2022,Doja Cat,Hip hop, R&B,Pop rap,1,Estadounidense,Sí,Banco de Chile Stage,1
2022,Nicki Nicole,Pop,Soul,NA,1,Argentina,No,Banco de Chile Stage,1
2022,JXDN,Pop,Punk,NA,1,Estadounidense,No,Banco de Chile Stage,1
2022,Mariel Mariel,Pop,Rap,Tango,1,Chilena,No,Banco de Chile Stage,2
2022,A day to remember,Post-hardcore,NA,NA,4,Estadounidense,No,Banco de Chile Stage,1
2022,Tai Verdes,Pop,R&b,NA,1,Estadounidense,No,Banco de Chile Stage,1
2022,Rawayana,Reggae,Funk,Soul,4,Venezolana,No,Banco de Chile Stage,1
2022,Soul de Lua,Hip hop,Soul,NA,2,Chilena,No,Banco de Chile Stage,1
2022,Deorro,Electro house,Dutch house,Trap,1,Mexicana-Estadounidense,No,Perry's Stage,2
2022,Goldfish,Electrónica,NA,NA,2,Sudafricana,No,Perry's Stage,1
2022,Pablo Chill-e,Trap   ,Urbano,NA,1,Chilena,No,Perry's Stage,1
2022,Ceaese,Trap latino,Urbano,NA,1,Chilena,No,Perry's Stage,2
2022,Boombox Cartel,Electrónica,NA,NA,2,Mexicana-Estadounidense,No,Perry's Stage,1
2022,Jesse Baez,R&B,NA,NA,1,Guatemalteca-Estadounidense,No,Perry's Stage,1
2022,Jotape Psycho,Rap  ,Trap,Soul,1,Chilena,No,Perry's Stage,1
2022,Alan Walker,Electro house,Dubstep,Dance pop,1,Noruega-Británica,No,Perry's Stage,2
2022,Chris Lake,Electrónica,NA,NA,1,Británico,No,Perry's Stage,1
2022,Ashnikko,Pop,Trap,Funk,1,Estadounidense,No,Perry's Stage,1
2022,Alok,Electrónica,House,Deep house,1,Brasileña,No,Perry's Stage,1
2022,Marcianeke,Trap latino,Reguetón  ,NA,1,Chilena,No,Perry's Stage,1
