edicion lolla;artista;minuto;pantalla principal;juego de luces;vestimenta;baile;instrumental en vivo;interaccion publico;escenografia;link presentacion
2016;Florence and the Machine;36;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;38;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;41;visuales;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;48;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;49;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;50;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;79;visuales;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;80;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Florence and the Machine;88;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/2UxZsKyHehw?si=slxT4L2H61wxtm3j 
2016;Jack Ü;0;NA;NA;NA;NA;NA;NA;NA;NA
2016;Mumford & Sons;1;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;4;visuales;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;5;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;30;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;32;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;39;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;45;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;67;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;75;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2016;Mumford & Sons;77;visuales;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/-SGnzq0togs?si=OiAyShTdWCvGaoML
2017;Metallica;1;streaming;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;3;streaming;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;9;streaming;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;59;streaming;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;62;streaming;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;64;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;121;streaming;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;123;streaming;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;Metallica;129;streaming;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/8ijJgQ5DI9E?si=6H93yy2uGcrPfF5g 
2017;The Strokes;0;vacia;Apagadas;vacia;Sin baile;No;Sí;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;7;visuales;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;9;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;35;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;42;vacia;Apagadas;vacia;Sin baile;Sí;Sí;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;46;visuales;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;50;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;79;vacia;Apagadas;casual;Sin baile;No;Sí;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;82;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The Strokes;83;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/IU8V5T-5VXE?si=p4Oar97t3fx5S7TB 
2017;The XX;1;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/fPI1alRIrvQ?si=dXnjNHNGTYZ7_BjO
2017;The XX;3;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/fPI1alRIrvQ?si=dXnjNHNGTYZ7_BjO
2017;The XX;7;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/fPI1alRIrvQ?si=dXnjNHNGTYZ7_BjO
2017;The XX;9;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/fPI1alRIrvQ?si=dXnjNHNGTYZ7_BjO
2017;The XX;11;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/fPI1alRIrvQ?si=dXnjNHNGTYZ7_BjO
2017;The XX;0;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/a0UagW0n15g?si=mthUkxd-PdJhh5tI
2017;The XX;0;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/xMNUTGCLRv0?si=Hpjc_o5fKj6z-nBw
2017;The XX;2;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/xMNUTGCLRv0?si=Hpjc_o5fKj6z-nBw
2017;The XX;2;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/xMNUTGCLRv0?si=Hpjc_o5fKj6z-nBw
2017;The Weeknd;1;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;6;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;9;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;29;visuales;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;32;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;35;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;44;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;45;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;65;visuales;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;70;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2017;The Weeknd;73;visuales;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/rUzD-5l1ytU?si=spTG2CPkNW05WnNB 
2018;Pearl Jam;1;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;2;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;4;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;21;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;26;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;29;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;29;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;38;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Pearl Jam;43;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/ADHBHsXzhrE?si=mYl3CaxvoerVp38I
2018;Red Hot Chili Peppers;1;streaming;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;3;streaming;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;7;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;38;streaming;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;42;streaming;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;48;streaming;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;50;streaming;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;53;streaming;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;87;streaming;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;89;vacia;Estáticas;casual;Expresión corporal;Sí;No;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Red Hot Chili Peppers;94;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/c_Hjvw0PUa8?si=dbbMhZx1SEb5mF3x 
2018;Chance the Rapper;1;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;2;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;5;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;8;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;15;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;19;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;24;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;32;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;Chance the Rapper;35;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/gQLOwsKuEhE?si=xYgLIfe2eFV-PUGR 
2018;The Killers;1;visuales;Intermitentes;formal;Expresión corporal;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;4;vacia;Intermitentes;formal;Sin baile;No;Sí;No;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;7;streaming;Estáticas;formal;Sin baile;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;40;streaming;Intermitentes;formal;Sin baile;Sí;Sí;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;44;visuales;Estáticas;formal;Sin baile;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2019;The Killers;47;visuales;Estáticas;formal;Sin baile;No;No;No;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;50;visuales;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;56;visuales;Estáticas;formal;Sin baile;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;58;vacia;Estáticas;formal;Sin baile;Sí;Sí;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2019;The Killers;91;visuales;Intermitentes;formal;Expresión corporal;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;96;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;The Killers;99;vacia;Intermitentes;casual;Sin baile;No;Sí;Sí;https://youtu.be/mDYUVslxlJM?si=ZMLYpg8gXuzYNK5h
2018;LCD Soundsystem;1;vacia;Intermitentes;casual;Sin baile;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;6;vacia;Intermitentes;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;9;vacia;Estáticas;casual;Expresión corporal;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;38;vacia;Intermitentes;casual;Sin baile;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;42;vacia;Intermitentes;casual;Sin baile;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;45;vacia;Intermitentes;casual;Expresión corporal;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;46;visuales;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;52;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;77;vacia;Intermitentes;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;83;vacia;Intermitentes;formal;Sin baile;Sí;No;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;LCD Soundsystem;86;vacia;Intermitentes;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/SHS55V_A84U?si=ymY7VNkx6IJL0cgo
2018;Imagine Dragons;1;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;3;visuales;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;7;visuales;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;36;visuales;Intermitentes;vacia;Sin baile;No;No;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;40;visuales;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;43;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;48;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;51;visuales;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;53;vacia;Estáticas;casual;Sin baile;No;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;78;vacia;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;83;vacia;Estáticas;casual;Sin baile;Sí;Sí;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Imagine Dragons;84;vacia;Estáticas;casual;Sin baile;Sí;No;No;https://youtu.be/Lkd07qvgpkI?si=1qfe2cUTHOEVVoKh
2018;Lana del Rey;2;visuales;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;7;streaming;Intermitentes;casual;Coreografía;Sí;No;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;9;visuales;Estáticas;casual;Sin baile;Sí;No;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;22;visuales;Estáticas;casual;Sin baile;No;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;24;streaming;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;29;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;30;visuales;Estáticas;casual;Sin baile;No;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;37;visuales;Estáticas;casual;Coreografía;Sí;No;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;40;visuales;Estáticas;casual;Sin baile;No;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;55;visuales;Estáticas;casual;Expresión corporal;Sí;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;59;visuales;Estáticas;casual;Coreografía;Sí;No;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2018;Lana del Rey;63;visuales;Intermitentes;casual;Sin baile;Sí;Sí;Sí;https://youtu.be/QXlaX0vCO68?si=0hnsInMhBKFeqa6s
2019;Kendrick Lamar;0;NA;NA;NA;NA;NA;NA;NA;NA
2019;Twenty One Pilots;2;vacia;Intermitentes;casual;Sin baile;No;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;3;vacia;Intermitentes;casual;Sin baile;Sí;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;9;vacia;Estáticas;casual;Sin baile;Sí;No;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;33;vacia;Intermitentes;casual;Expresión corporal;No;No;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;36;vacia;Intermitentes;casual;Sin baile;Sí;No;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;38;vacia;Estáticas;casual;Sin baile;No;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;43;logo;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;45;visuales;Estáticas;casual;Expresión corporal;Sí;No;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;48;streaming;Estáticas;casual;Sin baile;No;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;77;vacia;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;79;visuales;Estáticas;casual;Sin baile;Sí;Sí;Sí;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Twenty One Pilots;82;visuales;Estáticas;casual;Sin baile;Sí;Sí;No;https://www.youtube.com/live/uNBsV0uZ-_c?si=NPbe3eTtkX_-EXuL
2019;Arctic Monkeys;0;vacia;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA9
2019;Arctic Monkeys;5;vacia;Intermitentes;formal;Sin baile;No;Sí;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA10
2019;Arctic Monkeys;8;vacia;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA11
2019;Arctic Monkeys;40;vacia;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA13
2019;Arctic Monkeys;46;visuales;Estáticas;formal;Sin baile;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA14
2019;Arctic Monkeys;50;visuales;Intermitentes;formal;Expresión corporal;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA15
2019;Arctic Monkeys;54;visuales;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA16
2019;Arctic Monkeys;88;logo;Intermitentes;formal;Sin baile;Sí;No;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA17
2019;Arctic Monkeys;91;logo;Estáticas;formal;Sin baile;No;Sí;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA18
2019;Arctic Monkeys;96;logo;Intermitentes;formal;Sin baile;Sí;Sí;No;https://youtu.be/DAZiwLmgAgc?si=4DFiJwBUgx_clIA19
2019;Lenny Kravitz;2;vacia;Intermitentes;casual;Expresión corporal;Sí;Sí;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;8;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;8;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;27;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;30;vacia;Intermitentes;casual;Sin baile;Sí;No;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;37;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;39;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;43;vacia;Intermitentes;casual;Sin baile;No;Sí;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;64;vacia;Intermitentes;casual;Expresión corporal;Sí;No;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;68;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Lenny Kravitz;69;vacia;Intermitentes;casual;Sin baile;Sí;Sí;No;https://youtu.be/vNbHUyHZid8?si=w6KC-p6nTQ5Ph0zy
2019;Post Malone;1;vacia;Intermitentes;teatral;Sin baile;No;No;No;https://youtu.be/i4uR6g4Ldu8?si=Ysrn15A5ik_5Bmsj 
2019;Post Malone;4;vacia;Estáticas;teatral;Sin baile;No;No;No;https://youtu.be/i4uR6g4Ldu8?si=Ysrn15A5ik_5Bmsj 
2019;Post Malone;5;vacia;Estáticas;teatral;Sin baile;No;No;No;https://youtu.be/i4uR6g4Ldu8?si=Ysrn15A5ik_5Bmsj 
